,review_author,review_header,review_helpful,review_posted_date,review_rating,review_text,review_length
33,colby goodman,Very limited. Very basic.,0,2018-07-19,1.0,"Junk. Limited to optical in, BT, or headphone jack. No hdmi. Unit won’t seamlessly pair with Samsung TV and no remote code for Xfinity. Unless you want an overpriced iPhone music speaker, stay away if you’re looking for a tv speaker.",233
34,Karla Painter,Muffled sound.,0,2018-07-19,2.0,I use the sound bar with my television. It has a muffled sound to it... No clarity.,83
35,Amazon Customer,"May not work with Netflix and Amazon Prime (HBO, Starz, etc.)",0,2018-07-18,3.0,"I have a Sony Bravia and it has no way to change the audio output format.  I was depending on the optical connection to the soundbar for enhanced sound quality.  I discovered too late that  Netflix and Amazon Prime Video (and I don't know what else yet) don't work for optical output, on this TV anyway.  So for much of my viewing I am forced to use the standard audio input which is really no better than the tv speakers.  A search online shows this is a common problem and may or may not be solvable for you depending on your TV.  This is NOT a soundbar problem; the soundbar is good quality and sound with optical input is very good.  Just be aware.",652
36,Amazon Customer,I like the sound quality,0,2018-07-18,3.0,"I like the sound quality. But my cable remote 'sometimes' effects the volume of the soundbar. And 'sometimes' the volume control on the device's remote gets a mind of its own, meaning down becomes up. I wish there was a way to link a universal remote to the soundbar or at least a way to completely separate the two.",316
37,Bye Bye Blackbird,"So many problems, it is really annoying.",0,2018-07-17,2.0,"Provides great sound but will randomly go static. So I have to turn everything off then turn them back on. DVD player included. If I leave a movie to play on repeat (sleeping noise and such) immediately on the second repeat, the sound is WAY off, by at least a 4 second delay. Which will not go away unless I turn everything off, DVD player included. Really annoying .",368
38,Barb F.,Five Stars,0,2018-07-16,5.0,We needed a replacement and this worked out great.,50
39,fscoglio,Good sound,0,2018-07-15,4.0,Good sound and great value. My only complaint is they could have added Bluetooth output for headphones.,103
40,Niles R.,Confidence in Specs,0,2018-07-13,1.0,"1. INSTRUCTIONS no help
2. Suppled cables from TV did not permit use
3.Remote did not work with TV
(Only work with ON OFF
functions)
4. Unit did not PAIR) with android cell phone ( Amazon basic speaker
works great)
5. Would not recommend!",238
41,Gayle LaPenna,Five Stars,0,2018-07-13,5.0,works great and sound is good for the value.easy hook up,56
42,Jon,One Star,0,2018-07-13,1.0,Didn't work.,12
43,J.D.,Great value in a small soundbar,0,2018-07-12,5.0,"Great small sound bar for the price. I purchased this sound bar for the 24inch tv in our RV. It is about 3 inches wider than the TV. The element TV sounds like a 70’s transistor radio, you could not hear it over the Air Conditioning. This bar sounds great and has surprisingly good bass for its size and price. It’s nice to be able to play pandora and XM radio as well. I am very satisfied with the purchase and would buy again.",428
44,Hank Ifer,TaoTronics living up to their reputation (actual product dimensions included),0,2018-07-10,5.0,"Great soundbar. Really fills the room with good volume. The soundbar dimensions are approximately 25"" long x 3.25"" deep x 2.7"" tall. That was the part I was most worried about. I use the optical cord and the sound is clear and loud. Would definitely recommend",259
45,J. D. S.,Works Well,0,2018-07-09,4.0,The sound isn't as good as our 20 year old Sony amp with Bose speakers but it works really well for our second TV. No complaints!,129
46,guy a,Great for the money.,0,2018-07-09,5.0,Alittle confused on set up. The direction book is useless ; called the company customer support. They were very polite and walked me through the set up. Sound's wayyyyyyyy better than the stock inset tv speaker. Sound's really amazing for video game's. Great base and mid's. Highly recomend this product... Doesn't support live Youtube audio.,342
47,Ashlie Lanning,Skip this one,0,2018-07-09,2.0,"Can’t get it to work with my new Vizio smart TV. No HDMI connection, which I should have known before I bought it, so FYI.",122
48,Amazon Customer,Sound bars are great!,0,2018-07-08,5.0,I love Love having a sound bar!! I wish my cable remote would control it but that is a small wish.,98
49,Jim Olson,Sound is not great. Can't figure out what seems to be missing ...,0,2018-07-08,5.0,"maybe even less than okay.  Sound is not great.  Can't figure out what seems to be missing but it just sounds cheap.  In fact my last sound system was cheaper and sounded better.  Won't buy this brand again for anything.
Sunvalley exchanged with another one and it sounds great without problem.  Only thing i don't like is that it turns off when tv is left alone without something playing.  Don't know why they did that but sound is great.",439
50,Dawn M Barber,Nice sound. Instructions consist of a list of components,0,2018-07-08,4.0,Nice sound for a good price. The lack of instructions on how to hook it up frustrating when you are inexperienced. It did turn out to be fairly easy.,149
51,brian lacniak,"This is an amazing speaker, it blew my mind",0,2018-07-07,5.0,"I have over 100 Amazon orders and this is my first review. This is an amazing speaker, it blew my mind. For the price I thought I would get something C+ but this speaker is A++. Highly recommend to any buyer looking for a good speaker.",235
52,Karen Smith,Five Stars,0,2018-07-07,5.0,I like this sound bar. I can hear my TV over my air conditioner and fan now.,76
53,Kindle Customer,I didn’t use the Bluetooth function but the sound is good and the remote works well,0,2018-07-04,4.0,I liked the product because it was very easy to set up and works well,69
54,Stanton D. Allaben,Waste of money,0,2018-07-04,1.0,Junk. This product comes with unintelligible directions. I had to call them to figure out how to hook it up.  I bought it to use with Prime movies....it doesn't work with that and  maybe not Netflix and Hulu too.  Waste of money.,229
55,Douglas,Camper wireless tv sound,0,2018-07-04,5.0,"Perfect for what I need it for.  I use it in our camper room to hear our tv.  We couldn’t hear TV with the AC on.  I bought a Allimity transmitter to put on my tv to get a Bluetooth connection(wireless), you just have to run a power cord.",238
56,brian Carridice,links up to my phone easily.,0,2018-07-04,5.0,clear sound. links up to my phone easily.,41
57,francis sanchez,Exceñente experiencia de sonido,0,2018-07-03,5.0,"Bu2na adquisición, tal como la queria",37
58,Darrell,Just OK,0,2018-07-03,3.0,No control,10
59,Amazon Customer,Great sound bar!,0,2018-07-03,5.0,great little sound bar for the money.  highly recommend.,56
60,road warrior 1,"Soundbar, soundbar, soundbar!  Glad I met ya!!",0,2018-07-03,5.0,"Ordered from Amazon and arrived in 2 days... worked absolutely wonderfully and enhanced our TV viewing with much better audio than before.  BUT!!  It only lasted 4 days and it quit.  Called the Company's tech support, they tried everything and when they coud not help, they referred me to Amazon to return it.  I spoke to a gentleman who was extremelly nice and helpful.  He had me return it and said the credit would be applied to my account within 3 working days.  I returned it, and went to the site again and ordered it, and the new one arrived and it is working perfectly.. wished we had ordered this several years ago when the TV was new... well worth the price and the Tech support could not be any better.  Yep, would order again, even if this one goes out... works fantastically for TV shows and when watching movies.",826
61,roger white,"sounds pretty good, and has a neat sleak appearance",0,2018-07-03,4.0,"The sound bar works very well, sounds pretty good,  and has a neat sleak appearance. However, I would have liked to have had a more extensive operation/set up manual. The few words that come with the unit have little or no useful instructions. Do not know how to set up blue tooth on it.",287
62,Christopher,One Star,0,2018-07-02,1.0,Crap. Stopped working after 30 days.,36
63,ChicagoBob,Terrible sound,1,2018-07-02,1.0,God awful sound.  Crackle and popping.  Really disappointed.,60
64,AS,Definite improvement over the TV speakers. Great for a smaller space to increase the clarity of voice on the TV.,0,2018-07-02,4.0,Definite improvement over the TV speakers. It works fine for our small living room.Probably not the clearest or loudest but it is a good price for the quality and size. Great for a smaller space to increase the clarity of voice on the TV.,238
65,Paul P,"Nice sound from a 25"" soundbar",0,2018-07-02,5.0,"This soundbar has pretty rich sound fot its size. I use it in a 12x16 bedroom and it certainly fills that space. It's attached to a 50 inch Samsung Series 6 smart TV, which I found to have less than stellar sound, so got this soundbar. Didn't  think a bigger one was necessary for the space I have. I use both Bluetooth and optical connections. Both work well, but I can use my existing remote for volume changes with the Bluetooth, so I use that most. I don't hear a lot of difference berween the two. This is absolutely an improvement over the TV speakers of course, with deeper bass and overall depth of sound that I was a bit surprised by.  I think this TaoTronic unit is just fine for me, in this sized space, so I do recommend  it for that. It is sleek looking and fits perfectly under my screen, so I barely know it's there, except for the great sound! Haven't tried it in a larger setting, so someone else will have to comment on that.",943
66,Bobalicious,Very happy with this. Easy to install and included a Toss Link cable too.,0,2018-07-02,5.0,Very happy with this. Easy to install and included a Toss Link cable too.,73
67,KPK,LOVE this soundbar!!!,0,2018-07-01,5.0,"I am very pleased with this soundbar. Installation was simple. Connecting with Bluetooth is reliable. The sound is amazing. It has the potential to be very loud. When we are not using it for tv watching, we are playing music on it. This sound bar meets all our home audio needs at a very reasonable price!",305
68,Robert Hug,to much like the Fire stick controller (not TaoTronics fault),0,2018-07-01,4.0,Works well after playing with some settings on tv.  Wish it would go a bit louder because some stations on cable seem to have lower volume then others.  Wish controller was a different shape or color...to much like the Fire stick controller (not TaoTronics fault).,264
69,Mark,Great sound!,0,2018-06-30,5.0,Great sound!  Fast delivery!,28
70,Amazon Customer,Great Sound,0,2018-06-30,4.0,The sound is awesome on my tv and my Bluetooth. Directions were not very clear. I ended up using the opt option and chord that came with it. I will be purchasing another for another room in my place. 4 stars based off of directions.,232
71,LesRad,Check your TV's audio output before you buy.,0,2018-06-26,4.0,The soundbar works well on my other tv's tho we can't connect to my vizio E371VA. Only spdif output and converter box didn't help.,130
72,Cameron Boss,Dosent work,0,2018-06-25,1.0,I bought this product and I can’t use my remote or the side buttons to change anything I can only turn it on and that’s it waste of money I’m disappointed because I was very excited,181
73,Julie Truchot,Five Stars,0,2018-06-25,5.0,It is a good sound bar very happy!,34
74,Jean Paul,Cannot get to work.,0,2018-06-24,1.0,Cannot get to work. Please contact me if possible. There was no instructions.,77
75,Paul,Not worth it,0,2018-06-24,1.0,First you do need to use their remote if you use the optical cable (really another remote guys!). If you use the 3.5 you’re not supposed to need it. All mine did was buzz annoyingly. Don’t buy this. It’s not worth it. There are better ones out there for about the same money.,275
76,kj,"The bar looks good, the sound quality is not the best but ...",0,2018-06-24,4.0,"The bar looks good, the sound quality is not the best but great for the price. I have connected this with an older TV and it sounds much better now.
The quality is good but the base is okay. Over all I recommend this product",224
77,Nick,Great value for the price point!,18,2018-06-23,5.0," Overall, very pleased with this product.  I purchased this product to enhance the sound of my TV for music, movies, shows, and video games.  Extremely satisfied so far, I have tried many other sound bars in the past and they have been underwhelming in comparison.
Packaging was solid and product was untarnished upon delivery.
Extremely fast setup, was able to pair my phone and laptop within 2 minutes of taking it out of the box to initially test the sound quality.  Trebles and mids are very crisp.  For a soundbar, the bass is present and delivers good sound.  However, I also have a few subs hooked up to my TV so I am not as concerned about this product having ground-shaking bass.  As such, if you are expecting strong stand-alone bass, I would suggest supplementing this product with one or more subwoofers depending on the size of your room.  Finally, unlike other soundbars I have used in the past, the sound does not get distorted when increasing the volume.  Pleasantly surprised at this ---- definitely a testament to the internal acoustics.
Didn't have any trouble connecting this soundbar to my phone via Bluetooth and to my TV via the included optical cable.  Being able to shift between these modes is helpful when deciding whether to keep connected to the TV or just using it on its own.  The transition between modes is very fast as well, which is convenient.
There is a full set of controls on the side of the soundbar (just in case you misplace the remote) which is definitely a plus.  The remote is lightweight, easy to use, and met my expectations.
All-in-all, I really like this soundbar!  Very good value, I will be sure keep this review up-to-date should my expectations change in either direction.",1725
78,R. Stockton,Terrific value,0,2018-06-23,4.0,"The feel and heft of this product is excellent. Very solid, very functional. For its intended purpose, it woeks well, simple bluetooth pairing and use. We have wall speakers, and it equals or surpasses those. The hard part is trting to compare to other products because this is my only one. Would the Bose small bar sound better? Three times as good, since it costs that much more? Probably not. For all the features, performance, and cost, I am thrilled with this one.",469
79,BJG,Transfer of control unintentinally to my tv remote,0,2018-06-22,4.0,"Sound is OK but my tv remote will change the volume anytime I change the station ---- not good.
Continued assistance from Tao Tronics finally solved the issue.  They stand behind their products very well.",204
80,Brian,Five Stars,0,2018-06-22,5.0,Great sound!!!! use it on my outdoor tv.  really works and is easy to install and use.  Highly recommend,104
81,Jim Lloyd,"...even the wife likes it, she normally doesn't like anything!!",1,2018-06-22,5.0,"...Tao Tronics. ...hook up the sound bar as soon as it came. Went real well, I didn't even have to swear...the wife can't believe it! I love it when I prove her wrong! Sounds great too, even the wife likes it!
  Looks like its a keeper. And it didn't break the bank either!",273
82,Nate Young,Great sound!,0,2018-06-22,4.0,The sound quality is great but it stinks that using the optical line requires a separate remote from the TV. It also stinks that the remote that comes with the soundbar didn’t even come with batteries...,203
83,William A Heaton,Great little soundbar!,0,2018-06-22,5.0,I needed a small soundbar for my new TV - this one is perfect for my needs.,75
84,Strider,Great soundbar that won't break the bank,0,2018-06-21,5.0,Very good for the price. Gets quite loud. Big improvement over TV speakers,74
85,NoThreePutts,Five Stars,0,2018-06-21,5.0,Works well & is an improvement over the tv's speakers.,54
86,Bear7170,Five Stars,0,2018-06-21,5.0,Sounds good.,12
87,"Daniel Francois, III","Inexpensive, yet makes quality sound",0,2018-06-19,5.0,"Very good sound quality for an inexpensive sound bar. Easy setup. The only thing I didn't like were the cheapo wall anchors that came with the soundbar. They don't have a lip, so if you push them into the wall too far you risk losing them. I suggest buying a pair of anchors that have a lip that will fit the screws that come with the soundbar.",344
88,Avotec Ultra,Good,0,2018-06-19,4.0,"Good for small room, not large open living room. Also bass suffers a little at high volume.",91
89,Charlie2,Five Stars,0,2018-06-18,5.0,Nice sound,10
90,zach hensley,Five Stars,0,2018-06-18,5.0,Sounds great and it is loud and if you like dubstep you will love it,68
91,David Dresser,Easy setup,0,2018-06-17,5.0,"Easy setup, great sound, works great with TV and phone",54
92,Krams,Really great sound and great looking,3,2018-06-15,5.0," UPDATE: This is still a great sound bar. the update is regarding the mounting screw/plastic anchor provided. The anchors are not that great and you will need a working anchor to mount this in a drywall.
This is a really nice sound bar. Small enough to be a large blue tooth speaker but yet will fit under a TV for a great sound either way. Nice deep bass for its size. Clear and loud. Easy connections to my phone and mac. Connects to other devices as well easily. The controls are discretely placed. Keeps little hands from messing around with the setup when placed appropriately. The added remote control allows this to be mounted so that the controls are hidden completely. It has mounting hooks on the back fro wall mounting. and comes with screws and drywall plastic anchors to get the job done - the measuring sheet in the box allows for easy drilling and mounting the screws right the first time on your wall. The speaker then can be attached to the screws simply by sliding it in. The power port is set inside at a depth so that the power plug does not cause any issues when mounted on the wall.
The only downside that I saw was the glossy surface grabs on to finger prints like crazy but again it makes it look good when it is visible and is easy enough to cleanup. Typical glossy surface problem. However when mounted that goes away.
The sound fills a very large room comfortably and no vibrations when the volume is maxed out.
Great speaker all in all. I was invited to review this product - I found the product to be great and a great value for the price.",1568
93,Amazon Customer,Great for the price,0,2018-06-15,5.0,"Pretty easy to install and connect to devices, high-quality for not being a very well-known brand. The sound is good and it gets pretty loud.",141
94,crispymnmguy,Works great. Speech comes through more clearly,0,2018-06-15,5.0,"Works great. Speech comes through more clearly. Price is reasonable. My only quibble is that the instructions could be written more clearly, but the comments by reviewers made installation easy.",194
95,JP,Top Quality Sound Bar!,0,2018-06-15,5.0,"This is an excellent sounding Soundbar with great Bass, and sounds bigger and louder than most sound bars, without distortion. It easily pairs to Bluetooth devices, remote is easy to use with separate buttons for each device. This is a top notch sound bar, great for small to medium sized roons. I'm buying another one for the garage.",334
96,JV,"Good, but didn't work with aerial broadcast",2,2018-06-13,5.0,"I bought this as I use an aerial on my basement work-out room TV and I wasn't getting a decent sound from my TV (needed the TV volume louder than the treadmill I'm using while watching TV).  Well at least for me (suburb of Chicago) this doesn't work with an aerial broadcast.  Not sure why.  It works with Netflix and other streaming, so I can watch movies and other shows through non-aerial broadcast, so I'll be keeping it.  But you should know before you buy it (the TV I'm trying to pair the sound bar with was a 42in Samsung 2017 model from Amazon).
Update: 07/17/18 - I had mentioned in my review that the soundbar did not work with non-arial broadcast.  The company contacted be, I did not have to contact them, they tried to help and assist me in fixing the problem.  Unfortunately, the soundbar does not work with my aerial broadcast, but I was so happy with my customer service and the 50% discount that they provided me with that I upgraded the rating.  The soundbar works with non-aerial broadcast and I continue to use and I would say their customer service is probably some of the most responsive I've found on Amazon.",1132
97,Yevie,Super sound!,0,2018-06-13,5.0,Great value and sound. Just what I was looking for!,51
98,Robert,"... stock pc/laptop/phone/tv speakers then yea this will be a great upgrade, but its certainly lacking in the bass ...",1,2018-06-13,3.0,"If you're used to the stock pc/laptop/phone/tv speakers then yea this will be a great upgrade, but its certainly lacking in the bass department. Its a nice speaker but I cant help but feel like i should have spent $50 extra for a model with a nice subwoofer. Although the bass is a bit weak, its still better than whatever stock speaker you were using. Also i recommend using optical cables. Everything now comes with optical out so you may as well get the most out of this little bar speaker and get a nice optical cable.",522
99,DJ Freddie/Dekadance Radio,I was able to solve the problem and I am completely satisfied with this excellent product.,2,2018-06-13,5.0,"At first I was having a problem with sound while viewing DVD discs in which the audios weren't being affected by the sound bar.
After following suggestions from Tao-Tronics regarding the above identified product, an with some help from my Tech-Savvy daughter, I was able to solve the problem and I am completely satisfied with the excellent product. I recommend this product completely.",386
100,Brian,The speaker looks good and works great.,2,2018-06-12,5.0,The speaker is awesome.,23
101,Ryder,Excellent sound for the price.,0,2018-06-12,5.0,Phenomenal Sound!  I hooked this up to my 55” Hisence TV and it made the dialogue audible and the sounds come alive.,116
102,Amazon Customer,Five Stars,0,2018-06-12,5.0,"Easy to install and the bluetooth connection worked well, and the sound is great for the price.",95
103,Luv to Shop!,I love my new soundbar,0,2018-06-10,5.0,"I love my new soundbar!  I bought this to use for my bedroom.  The sound from TV was just okay.  When watching a movie, I felt like I needed something more to make it sound like I'm inside a movie theater.  I have been searching for a soundbar for months, finally this came up on sale for under $70 bucks!  The reviews were gr8 so I decided to give it a shot.  I purchased this on 4/13 and have been enjoying it ever since!",423
104,shinichikud0,Bluetooth doesn't work on my Samsung TV,0,2018-06-10,2.0,Impressive design. Sounds ok. I got very disappointed because it doesn't connect to my samsung TV via bluetooth. Returning it,125
105,CognitiveIndi,Better than flat screen TV speakers,0,2018-06-09,3.0,"Egh... from the reviews, I really anticipated this would be a good speaker with some base.  For the price, it isn't really that good.  Aside from Bluetooth (which is why I got it, so my wife could stream music), there is only one simple AV jack in that isn't supported by my receiver.",284
106,Amazon Customer,Easy to install and use,0,2018-06-09,5.0,Easy to install and use.  Works perfect for what I wanted.  Our LG tv has terrible speakers and are not clear.  The soundbar is very clear.,139
107,Hideyuki Imagawa,Five Stars,0,2018-06-08,5.0,Great sound and reasonable price,32
108,James Thibodeau,Sounds good and works well,0,2018-06-08,4.0,Sounds good and works well. Would be better if it had an output to be able to add a subwoofer to it.,100
109,David Ellis,It worked out of the box but after that the ...,2,2018-06-07,1.0,It worked out of the box but after that the volume goes up and down when you try to search for a cable channel.,111
110,Justin E.,"Standard 'modern' inputs (3.5mm jack, Bluebooth and optical) for a decent 'small' 25"" sound bar for your 'small' TV.",1,2018-06-07,5.0,"I ended up mounting this rather light soundbar (about 3 lb) to my wall right below my mounted 32"" TV in my home gym. Fortunately, the width of the screw mount holes were wide enough to allow me to drill some screws directly to my wall studs. In terms of functionality, the Bluetooth works as expected to connect my iPod to it without issues. Otherwise, I keep the soundbar directly connected to my TV via the included optical cable provided with this package. The width of the sound bar (25 inches) works well, as the TV in my gym is also small. The sound is decent enough to not complain about (especially for the price) and includes the expected inputs such as a 3.5mm jack, which allows me to input non-Bluetooth devices. Overall, there are no complaints on this soundbar, as I'm happy this soundbar actually included the optical cable rather having to scrap for one!",870
111,Vahn Awakens The Genesis Tree,"Amazing for Older TVs, But Can't Connect To Newer Ones",1,2018-06-07,4.0,"Great sound and use, but don't get this if you've upgraded to a TV from 2017/2018. I bought this to use with my old 2013 TV, which was AMAZING for the sound differences, but I just recently bought a $600 TV and this sound bar has 0 ways of connecting to it. Now it's just a big ol' brick for Alexa to speak out of, which is nice, but wasn't the intent when I bought it for future proofing my entertainment center.",413
