,review_author,review_header,review_helpful,review_posted_date,review_rating,review_text,review_length
20,Colby R.B.,but the sound quality is awesome. Even my kids were impressed,6,2018-07-11,5.0,"Bought this to go in our kitchen to play background music and I think I will use it every where now. It is small in size, but the sound quality is awesome. Even my kids were impressed. I recommend this.",202
21,paulsteam,really great sound for it's size,0,2018-06-27,5.0,"this is excellent movie/tv quality sound that is perfect for a smaller dwelling - moved from house to townhouse and decided not to irritate the neighbors :) had this for well over a year, excellent sound and super easy to hookup (literally just 1 plug into the tv and done)",273
22,Steve Dom,One Star,0,2018-04-12,1.0,Stopped working after 1 year. Junk!,35
23,mary Dupuis,Five Stars,0,2018-01-20,5.0,Great sounding bar. Love it,27
24,Mike D,Overall sound is muffled and there is no equilizer control to improve.,0,2018-01-18,2.0,"I was hoping for a much better overall sound by going from the TV speakers to the Yamaha soundbar.  After installing it into the system, I was underwhelmed with the sound quality and especially the mids and highs.  It seems to be a muffled sound. There is also no way to equalize the sound on the bar to enhance the mids an high bands which surprised me.  It also doesn't seem to deliver a crisp low frequency so maybe the recertification done on this returned item at the factory may have missed a chronic problem.
I may compare by going back to the TV speakers and see which works better but after using it for 6 months, I would not give this soundbar a favorable recommendation.",681
25,Raging Stallion,"Clear rich sound, solid base",2,2017-12-18,5.0,"I was having some issues with my T.V. speakers and thought if I bought a sound bar and turn the t.v. speakers all the way down, it would fix my issue.  It didn't work so I ended up buying a new T.V. as well.  But I'm still so glad that I bought this sound bar because it does not disappoint  I think I only paid about $50 for this refurbished Yamaha sound bar about a year ago and it works perfectly to this day!  I always get an uneasy feeling when purchasing anything with that dreadful ""refurbished"" word in the title, but I have to say, this is one of my best buys of the year.  The sound is rich and the base is perfect for my setup.  BUT - if you think you're going to use this sound bar for college keg parties all night long with the volume cranked up, then you're sadly mistaken.  This is just a MAJOR upgrade from any stock T.V. speakers and has great sound for what it is.  Don't get me wrong, it can definitely be turned up during movie night to deliver some powerful sound, I just wouldn't recommend it for rave parties.  I live in a small apartment and this speaker is perfect for delivering quality clear sound without shaking the complex.  It looks very sleek and attractive stretched out across my entertainment center shelf just below my television.  Installation is a breeze- you simply plug it into your t.v. and you're done.  The remote is small and basic but I honestly don't think it needs to be anything other than what it is.  I'm giving this speaker 5 stars based on the quality of sound it gives me for my setup and the price point of which it costs.  It also has bluetooth which is a major bonus.  It's very easy to connect my iphone or echo so I can listen to my music during the holidays or any other occasion.  There's no need to make any changes if you want to watch a DVD or connect your game console, it will automatically work just as long as you are using your T.V.  The only time you have to make a change is if you connect your bluetooth, in which case, you have to push one button and then you're set.  If you want good sound at a great price, then you should definitely give this product a try.  I would ABSOLUTELY buy this again and highly recommend it.",2194
26,Kevin,Five Stars,0,2017-11-04,5.0,"Sounds amazing, love the bluetooth functionality",48
27,Amazon Customer,Best speaker for the best price!,0,2017-10-31,5.0,"Excellent sound quality from a sleek looking single bar speaker. Looks great on the mantle under the tv.
I’ve had other sound bars with subwoofers that costs twice as much that don’t sound as good. Deep bass along with ability to hear dialog.",242
28,Nathan White,looks and functions like a brand new unit,0,2017-10-12,5.0,"included what appears to be all original packaging as well.  simple soundbar for our master bedroom near the kid's room, no separate sub actually a bonus in our case.  looks and functions like a brand new unit.",210
29,TeamCanote,"Use it for Piano, Tv, and Music!",1,2017-10-10,5.0,"My wife forced me to give up my old surround sound system when we bought our new house because there wasn't really a place for its outdated size and because the wires were driving her crazy. I knew I would be taking a hit going from a surround sound experience to a sound bar, but because of the way I have it set up, I have not missed it one bit. I have always respected the Yamaha brand especially when it comes to sound, and so when I saw that they had a sound bar in my price range even though it was recertified, I jumped at it. I have still yet to be disappointed with them. The sound is superb! The bass is pretty good as well. Nothing to my surround sound subwoofer, but still pretty good to say the least. I'm perfectly happy to play my music on it as well as listen to an action packed movie. In the pictures attached, you can see the way I have it set up really supplements a surround sound feel. My 4K TV has great speakers and so both sounds complement each other. I also use this sound bar as the speakers for my Yamaha CP 33 piano, and it sounds beautiful. The Yamaha app for this sound bar is great to have as well. It has a few extra features that are only on there. On a side note, it is really nice that the remote allows the lights to be turned off or dimmed. I did not know it had this feature. Also it has an option for your sound bar to 'learn' the volume controls of your TV remote so that only one remote is needed to turn both up at the same time. Takes some playing around with, but its pretty useful. All and all, I am extremely happy with it. However, there was one big mess up. They sent me instructions, a remote, and cords for a similar but completely different sound bar. Which confused the living daylights out of me! I finally had it sorted out by looking up the correct manual online. I then contacted them and had them send me the correct ones. This was a huge hassle, but they corrected it without blinking an eye so just make sure the model numbers correspond to your particular sound bar in the instructions.",2048
30,Dan,Five Stars,0,2017-10-09,5.0,Very happy with this speaker.,29
31,ed harrington,One Star,0,2017-10-01,1.0,Stopped working after 5 months,30
32,Ronny Elliot Fan,A,0,2017-08-25,5.0,A,1
33,Rebecca Gerard,Three Stars,0,2017-07-31,3.0,For the money it was worth buying.  Nothing spectacular,55
34,Ken B,Great Purchase,0,2017-07-30,5.0,"Have owned this for about three months and love it.  Greatly enhances the sound of my 60"" wall mounted tv.  More importantly combined with my Echo Dot I have beautiful sound via Alexa.  Could not be happier.",207
35,Cyrus Mafi,worse than the TV speakers. Returned it,0,2017-07-28,1.0,worse than the TV speakers. Returned it,39
36,Shah,"Loud, crisp, deep base, clear treble,",1,2017-07-24,5.0,"Crystal clear, crisp sound. I use this every day. Deep bass and clear treble. Loud enough to be used as party woofer.",117
37,j8,"Really great soundbar, very satisfied with everything about it",0,2017-07-19,5.0,"Really great soundbar, very satisfied with everything about it.  I can't really think of one negative aspect of it.  Leading edge technology and quality from the original soundbar company.",188
38,Webaba,the Bluetooth feature is really awesome. The freemium app that comes with it allows ...,1,2017-07-19,5.0,"Clear and loud sound, the Bluetooth feature is really awesome. The freemium app that comes with it allows you to control pretty much everything through your smartphone, also the optical input allows you to feed it with good quality sound inputs. Exactly what we were looking for.",279
39,Netter,Five Stars,0,2017-07-12,5.0,Works and sounds great.,23
40,Amazon Customer,Good system. Like others have stated,0,2017-07-04,4.0,"Got a refurb unit....can't find anything wrong with it cosmetically or operational wise. Good system. Like others have stated, its not a 5.1 system with a subwoofer-sound. We use this sound bar in a 12 x 14 room and the sound is great esp with the enhanced voice feature. Good sound for the price and I'm a Bang-Olufsen kinda guy..........",339
41,Hugh Fike,Don't even think of buying this.,0,2017-06-29,1.0,Have tried to get it to pair with my Samsung tv controller for several days and have failed. Bought this months ago for the intended purchase of a new tv and now the return period has expired. Don't risk the purchase. My engineer friend searched the web and found that this is a typical problem with this brand.,311
42,Adam kirby,Solid Deal.!,0,2017-06-24,5.0,For the money it was even better than I was expecting. Don't expect thunderous bass but def a nice little soundbar for a bedroom or even a family room,150
43,Amazon Customer,Five Stars,0,2017-06-23,5.0,has a great sound,17
44,Bvall,This sound bar made a big difference and sounds great. The bluetooth connection was also really easy to ...,0,2017-06-18,5.0,I bought this in hopes of getting clearer voice quality when watching tv shows and movies on my Vizio tv. This sound bar made a big difference and sounds great. The bluetooth connection was also really easy to setup.,216
45,Tim Francisco,"Sounds good, easy to setup.",0,2017-06-14,5.0,Has good sound quality and easy to setup. The android app makes operating it a breeze.,86
46,Janet Skaja,Five Stars,0,2017-06-13,5.0,I can finally hear my old TV.,29
47,Dana Olinghouse,Awesome sound from a sound bar,0,2017-06-12,5.0,"Awesome sound from a sound bar. I am thinking of just getting rid of my tower speakers due to the good bass quality, not overwhelming, but very impressed with the sound. I knew Yamaha made good electronics, but geez. Definitely worth the money, especially refurbished.",268
48,Rick,Four Stars,0,2017-06-09,4.0,Great sound,11
49,Brenda,Glad I Took A Chance,0,2017-06-08,5.0,I normally avoid buying factory recertified or refurbeshed items as I haven't had luck with them in the past.  Glad I took a chance on this though.  It was a good deal and the sound quality is 4 x better than the sound bar for my other TV for about the same price.,264
50,jon,Three Stars,0,2017-06-05,3.0,It was  badly used,18
51,Pranshu Goswami,Five Stars,0,2017-06-02,5.0,"Good sound bar, sound quality is awesome",40
52,TIGHT,I must have something hooked wrong because it doesn't impress ...,0,2017-05-26,1.0,I must have something hooked wrong because it doesn't impress me at all.the only modes are souround an stereo it shows a app that you can get an change modes but for sum reason I can't make it work can someone please let me know what I am doing wrong thanks,257
53,Albert Sanchez,Great product !!,0,2017-05-26,5.0,"Works like a champ ! Despite it's a factory refurbished, it looks like brand new. Not the greatest bass ever, but for the price it's extremely good. I am really surprised with the good quality sound. Love it !",209
54,RICK,On waste your money.,0,2017-05-24,1.0,Disappointed in sound quality.  When laying flat the speakers point to the ceiling so it's hard to hear unless cranked up.  Even with clear voice enabled conversations sometimes blend in with ambient sounds.  Even refurb price not worth it.  Should have sent it back.,267
55,NJ,"Nice quality, can't tell it was refurbished.",0,2017-05-18,5.0,"This thing is great, couldn't not even tell it is refurbished. I mounted it to the back of my 42 inch TV. Sound quality is great, base sounds ""ok"" for being built in to the bar.",177
56,Paula Carlson,Great buy,1,2017-05-17,5.0,This was very easy to to install and the sound is just wonderful I bought one from the television in my bedroom and as soon as I installed it listen to it for a day I went back and bought another one for the living room well well worth the money,245
57,TRR,Five Stars,0,2017-05-17,5.0,Sounds amazing.,15
58,RTfact,This turned out better than expected,0,2017-05-14,5.0,This turned out better than expected.  A big improvement over the built-in speakers.  Only downside is an extra remote.  Seems like one is always missing.,154
59,Diego P.,Nice sound box at an excellent price,0,2017-05-14,5.0,"Nice sound box at an excellent price. If you don't have one of these, buy one and it will make a big difference while watching a movie or listening to music. This unit was very easy to setup, both using the Bluetooth and digital  optical audio cable.",250
60,WillyT,Two Stars,0,2017-05-13,2.0,I returned it.,14
61,Jessica Lane,A+ Sound,0,2017-05-12,5.0,"Was iffy about buying a refurbished product, but this is awesome. Sound is great, little to no set up.",102
62,Amazon Customer,Only thing was the remote was damaged but still works fine. All in all good speaker,0,2017-05-12,5.0,My mom loves it! Really clear! Only thing was the remote was damaged but still works fine. All in all good speaker.,115
63,Ben G,Perfect addition.,0,2017-05-09,5.0,"This soundbar is great. We have an 'open concept' kitchen & living/dining room, and the speakers our wall-mounted Samsung TV were completely inadequate. I used the Sanus SOA-SBM1 to attach the soundbar to the wall-mounted tv. Overall, a great purchase!",252
64,snowleopard,Good For the Price,19,2017-05-08,4.0,"I'm going to be a little critical in this review, so let me state right up front for the cost, this is a very good sound bar, and worth the money, if it fits your needs.
I purchased this unit almost on accident, looking to order a more robust unit, but gave it a go anyway. Here are some key things to know.
•  The unit was super simple to install, and get going. I only glanced at the instructions. The remote is also easy to figure out. The app downloaded fine on my iPhone, and was a little more complicated, but worked as well.
• This is not the same as a full surround system. Not even close. Even it's ""extreme"" surround feature is just a little more stereo imagery than regular ""stereo"" setting. If you want full surround, buy a surround system.
• The bass on this system is okay. Not closed to a subwoofer at all, but not thin either. Just average I'd say. But for being just a bar, that's not bad.
• The Clear Voice feature is slightly noticeable. After all the stellar reviews on it, perhaps my expectations were too high.
• I own a Sony Brava top of the line TV from a couple years back with good stereo speakers built in. I was expecting this sound bar to be significantly better after all the reviews on how this blows away TV speakers, but it was not. It was only slightly better.  If you own an average TV, this bar will probably be a noticeable improvement. On a TV with high quality speakers, probably not. Go for something bigger.
• The volume on this bar was able to get louder than my Sony TV. But I have a fairly small living room, where that wasn't necessary most of the time.
All in all, I'd say for the money this is a good buy if you just need a decent bar. However, if you are like me and looking for a really good sound system, you're going to need a higher end bar, plus a sub woofer, or a full surround system.",1839
65,Forestdog,Highly recommend!,0,2017-05-06,5.0,"We have only had it one day, but this sound bar is totally awesome! Great volume, great deep tones. I am thrilled that it has the 3.5 millimeter, the coax, and optical jacks. My family highly recommends it for other customers.",226
66,Dr. T,One Star,1,2017-05-04,1.0,Doesn't work for my system,26
67,Amazon Customer,Five Stars,1,2017-05-01,5.0,Great deal,10
68,Amazon Customer,Three Stars,1,2017-05-01,3.0,Don't care for the remote,25
69,Ron Blake,Five Stars,1,2017-04-30,5.0,Excellent purchase,18
70,Doreen G Fischer,Perfect sound!,0,2017-04-30,5.0,Great sound!  Thinking I'm going to purchase another one!,57
71,experiencemattnelson,Blutooth &  it's own app,0,2017-04-27,5.0,"Sounds awesome, I don't know how we survived without it.  The Bluetooth linking feature is so great, and the smart phone app is helpful also.",141
72,Joan Marinaro,Good Bar at a great price,0,2017-04-27,5.0,Excellent sound bar,19
73,JOHN,Five Stars,0,2017-04-25,5.0,THE BEST-GREAT PRICE,20
74,Lou Zitnik,Worth the price of admission,0,2017-04-23,5.0,"Nice looking, well constructed and works like a new model.",58
75,Cherie Browne-Rosenberg,Four Stars,0,2017-04-23,4.0,great sound!,12
76,Amazon Customer,Three Stars,1,2017-04-20,3.0,The remote control is too small and flimsy.,43
77,redtwo3283,Great value,1,2017-04-19,4.0,"Good sound quality and excellent value for the price. I changed to this sound bar after using a full 5.1 surround sound system with a dedicated A/V receiver, mainly for convienence. I moved, and didn't want to go through the process of wiring my old speakers around my room and having them so visible. And I was past the point in my life of needing to crank the sound up to 11 all the time. For the majority of TV watching, this is perfect, and better than any speakers built into your TV.
The bluetooth is a nice feature, and I do use it to play music off my phone when friends are over and whatnot. The sound and power functions also programmed fine to my cable remote, and it has an app you can download for most of the dedicated remote's functions. Between the two, I almost never have to touch the soundbar's remote.
I wish the bass was better - even pushing the bass setting up it's not going to be thumping - but you can add a subwoofer down the road if you desire. This does not recreate a true surround sound system, but you shouldn't expect it to. If you are a major audiophile, get a full 5 or 7 speaker system. If you want sound that's better than your TV with something that won't take up a ton of space and look nice in your living room setup, go for it.",1268
78,Bob Bunn,Awesome quality,0,2017-04-18,5.0,"Met and exceeded my expectations. Nice sound. Easy to install.
Fantastic delivery",81
79,Spasedout247,Five Stars,0,2017-04-18,5.0,"Great sound, looks great mounted on the wall. Bluetooth sounds clear. Great price.",82
80,Richard Y.,Great buy,0,2017-04-16,5.0,Perfect sound without subwoofer.,32
81,mike,Five Stars,0,2017-04-15,5.0,"Awesome sound, great price.",27
82,James L Wallker,not clear and volume control is,0,2017-04-13,2.0,not clear  and volume control is bad,36
83,Skuz,Five Stars,0,2017-04-13,5.0,Perfect!,8
84,Penny,Very poor refurb from a good name company like Yamaha.,1,2017-04-13,2.0,"I was disappointed with this sound bar because when the input was off it sits there humming and never turns itself off automatically.  I also was unhappy with the lack of bass even with the bass boost it was lacking.  Since it came with no remote I couldn't easily make adjustments to it.  I would recommend staying away from this unit because unlike other factory refurbished items that are hard to tell them from new this one doesn't include the remote, cables, instructions, wall template or anything... just the bare sound bar.  Yamaha either cheaped out or the refurb is not a true factory one.  It has made me re-think of what I used to consider a high-end sound company like Bose now to a low end one like Vizio.  Even a Vizio sound bar would have surpassed this refurb model in sound and quality.",804
85,James H.,"The sound quality is good, but not great",1,2017-04-11,4.0,"The system works as described and does what it is supposed to do fairly well. The sound quality is good, but not great. Regardless, for the price, you won't find a better deal. I have a small apartment, so this unit was perfect for me as the sound does fill the room. The bass is good, voices are clear and it does well on a full range of audio. However, if you are looking for theater quality sound I would suggest you look elsewhere and expect to pay a lot more money. If you aren't a audio geek, and you just enjoy good sound, I would definitely recommend this system.",571
86,Amazon Customer,Sounds great!,0,2017-04-07,5.0,"Very flexible acoustic EQ options, especially in the bass register. Sounds great!",81
87,Geek62,What I was looking for,0,2017-04-05,5.0,"Easy to set up, greatly improves sound.",39
88,Brett,Four Stars,0,2017-04-04,4.0,Pretty decent unit for price,28
89,Tori,Love that Bass,0,2017-04-04,5.0,"This is great and it was easy to hook up to the tv, especially for a non-tech person!  It sounds great too.",107
90,Brian I,Eh,0,2017-04-02,2.0,It was pretty annoying.  Randomly turning up or losing connection with the TV remote.  It learned the TV remote but seemed to forget and would have to walk up and reboot to get it to sync again.  Returned.,205
91,TimT,"Great bar for those accustomed to high end, pricier systems",0,2017-03-28,5.0,I wasn't sure what to expect but I love this little bar more than some of its newer more expensive cousins.  It still requires a separate stand along powered sub but other than that I love this bar and its sound quality.,220
92,ifrit,Works great. No issues with it all,0,2017-03-27,5.0,"Works great. No issues with it all. Sound is clear and it can be set to shut down when your TV remote's power button is pressed, which is really convenient for de-cluttering TV remotes around the living room.",208
93,esesn,Five Stars,0,2017-03-26,5.0,Works great!,12
94,Eileen,Five Stars,0,2017-03-26,5.0,"Great product, very happy with my selection!!",45
95,Seth H Statzer,Good,0,2017-03-25,5.0,Works and sounds good. The price for a refurbished one was just right.,70
96,Karthik,Came without remote or cables.,0,2017-03-25,1.0,"I wanted this product and liked it for my bedroom but when Amazon shipped this product, this came without any wires or remote. So cannot control it in anyway other then manually pressing the button. As I type this review I'm sending this product back.",251
97,Priscilla C.,The soundbar looked like new. It's easy to set up and the ...,3,2017-03-22,5.0,"I was worried when I ordered the refurbished one but it turned out I was wrong. The soundbar looked like new. It's easy to set up and the sound is great! This one doesn't come with an external subwoofer. The subwoofer is already built in the speaker. On the remote, you can turn up and turn down the subwoofer volume. It also has bluetooth so I can listen to music from my phone through the speaker. So far I'm happy!",417
98,Randal H. Lowery,Five Stars,0,2017-03-22,5.0,A good product for my bedroom,29
99,FloridaBuyer,It's fine,0,2017-03-20,3.0,A little bit better than TV's speakers though not by a lot.,59
100,John Easley,Great,0,2017-03-16,5.0,"Great price, great product, its amazing how so much sound can come out of a small item.  Fast and easy hook up, even though it was re-conditioned it looked brand new.  Would buy again.",184
101,AC11228,Sounds even better after a couple of months usage,0,2017-03-15,5.0,"Sounds even better after a couple of months usage. I hooked up with my 12"" external sub, very happy with the sound. $150 well spent.",132
102,deborah hall,Five Stars,0,2017-03-13,5.0,Works and sounds great.,23
103,R. Smith,Sent it back.,2,2017-03-10,1.0,"It worked great for about two weeks. Then started to go out for no reason. Kept having to restart it.
You will be watching a show then the soundbar will stop working. You have to restart the soundbar to get the sound back on.
Sent it back.",239
104,Sam,AWESOME SOUND BAR,0,2017-03-10,5.0,"1. The price is reasonable
2. It is from Yamaha
3. It sounds amazing",68
105,MICHAEL R TUBBS,Sounds good. I do have problems with keeping sound stable ...,1,2017-03-10,4.0,"Sounds good. I do have problems with keeping sound stable and level, but I might not be using it the correct way. I'm old.",122
106,Silence Dogood II,Five Stars,0,2017-03-07,5.0,Still working great and sound is fantastic. I love it.,54
107,William R. Oldaker,Five Stars,0,2017-03-07,5.0,"Good sound, good price",22
108,TexasJoe,Five Stars,1,2017-03-05,5.0,"The first of these was so good, I purchased a second one.  Love the size and sound!",83
109,Cornelia Herzer,Overall VERY satisfied.,0,2017-03-05,4.0,"I cannot believe that this unit is refurbished and recertified. It looks 100% new, including the packaging... It is a notable improvement to the TV loudspeakers, and it is also quite powerful in our large family room. The only problem I have is the use of the Harmony Universal Remote Control.. but even then, the Universal Remote evidently does not have the features of the Yamaha Remote Control... Overall VERY satisfied.",423
110,Peter Leavitt,Great sound for a small and fair price,1,2017-03-03,4.0,"Great sound for a small and fair price. I was not looking for home theater,didn't need a ton of wattage,just louder and clearer than my televisions speakers. That said, this thing cranks! The low end on the sub-woofers is not terribly impressive,but more than satisfactory. Overall I am happy with this sound bar so far.",320
111,mdjones,Excellent sound quality & a great deal,1,2017-03-01,5.0,Arrived earlier than expected & was exactly as advertised. Excellent sound quality & a great deal.,98
112,John F Brown,Sounds great vs the LG TV speakers,1,2017-02-26,5.0,Sounds great vs the LG TV speakers.  Dialog is easy to understand and sound is very deep.  Getting the soundbar to learn the TV Universal remote commands was easy and straight forward.  Bluetooth worked great as well as the Home Theater app.  Very pleased with this product.,274
113,Matthew Durkan,Really great price. Really good quality and sound for the ...,0,2017-02-24,5.0,Really great price.  Really good quality and sound for the $.  Looked brand new to me.,86
114,Raul,Internal suboofer = unwanted vibration,3,2017-02-24,3.0,"The ""internal subwoofer"" in the actual soundbar causes vibrating which is fixed with constant adjustments. Typically, it's once per day to get the correct sound without it vibrating on our fireplace mantle. This issue could likely be solved if we perhaps mounted it...?
The sound is okay, also. Not super clean, not terrible. Even adjusting the treble isn't providing the desired crispness to TV dialogue.",405
115,Diddle Den,Versatile upgrade from TV speakers,1,2017-02-22,5.0,"Bang for you buck wise, this was a good buy.  If you are truly looking for a cinematic experience, you will have to spend way more month than this.  This unit will provide a little stereo sound with crisp voice.  We were able to easily hang it on the wall directly below the TV so the sound eminates nicely.  It has a couple mounting options or can be placed on a shelf/TV stand.",379
116,Virginia Whipple,... this for my son for Christmas and they really like it. I didn't realize it was recertified though,0,2017-02-21,5.0,Bought this for my son for Christmas and they really like it. I didn't realize it was recertified though.,105
117,Best Quality Video,Five Stars,0,2017-02-20,5.0,very good for a small room,26
118,Randy  Furse,sound bar,0,2017-02-18,5.0,Sound bar is so much easier to operate and sound is great. Template also helps with mounting.,93
119,bullfrog204,"Not overly powerful or deep, but a huge upgrade",0,2017-02-17,5.0,"Not overly powerful or deep, but a huge upgrade from my 60"" samsung.  Great for casual movie watching at a good price.  I have a home theater system with projector I can use when I want a loud movie, but this is a great addition to the tv for a quick casual movie.  My kids like it for video games as well.",306
120,Boris Cat,Disappointed,3,2017-02-14,2.0,"Three reasons why I ordered this:
1 - Great reviews
2 - Made by Yamaha
3 - Good price
Now I have it, and I'm very disappointed with the sound. Music isn't too bad, but speech sounds like people are talking in a box. I would not recommend it.",241
121,Mel M,Three Stars,0,2017-02-13,3.0,Missing cord to connect to my tv.,33
122,Marcus Huizar,Four Stars,0,2017-02-10,4.0,sound and bluetooth works great,31
123,Tee,... my 79 year old mother to hear the television better.,0,2017-02-09,5.0,Works well for my 79 year old mother to hear the television better.,67
124,Amazon Customer,"Yea, it works.",0,2017-02-09,5.0,"It is good, it works and I can hear my TV.",42
125,Sora,Great Sound Fidelity as expected from Yamaha,2,2017-02-08,5.0,"I put in HD Blu-ray 5.1 audio from Initial D Legend movies, the engine intake sounds, exhaust tones, spoken voice, music, tire screeching, all comes out clearly and precisely.
Get it!",183
126,BevinKuckridge,Quite groovy,0,2017-02-08,4.0,"Quite groovy for what it is, other than no out. I'm not a blue tooth for sound kinda fella, but this has been one of the best blue tooth experiences I have ever had grace my ears.",179
127,FlaGator,FlaGator likes it.,0,2017-02-06,5.0,Extra nice for the money.,25
128,breeze,Yamaha rocks,0,2017-02-05,5.0,"Good sounding, easy setup, great value.",39
129,mike skladanowski,Four Stars,0,2017-02-05,4.0,Great sound,11
130,Gerry L.,Five Stars,0,2017-02-05,5.0,Great sound good product,24
131,dalesoil1,Sounds good for a sound bar,1,2017-02-05,4.0,"Works and sounds good, not as good as a surround system, but keep in mind it's a sound bar.
I added a sub woofer to it that I had and it worked out very well.
Have had to do a reset a couple times when it did not come on but that's the only issue we have had with it.",267
